,DATE & TIME, FORECAST WIND(MW),  ACTUAL WIND(MW), REGION
0,1 July 2018 00:00,27,56,Northern Ireland
1,1 July 2018 00:15,25,56,Northern Ireland
2,1 July 2018 00:30,23,54,Northern Ireland
3,1 July 2018 00:45,21,54,Northern Ireland
4,1 July 2018 01:00,17,58,Northern Ireland
5,1 July 2018 01:15,17,59,Northern Ireland
6,1 July 2018 01:30,17,53,Northern Ireland
7,1 July 2018 01:45,17,53,Northern Ireland
8,1 July 2018 02:00,18,51,Northern Ireland
9,1 July 2018 02:15,22,47,Northern Ireland
10,1 July 2018 02:30,25,45,Northern Ireland
11,1 July 2018 02:45,28,47,Northern Ireland
12,1 July 2018 03:00,33,49,Northern Ireland
13,1 July 2018 03:15,39,46,Northern Ireland
14,1 July 2018 03:30,44,52,Northern Ireland
15,1 July 2018 03:45,50,55,Northern Ireland
16,1 July 2018 04:00,55,53,Northern Ireland
17,1 July 2018 04:15,60,49,Northern Ireland
18,1 July 2018 04:30,65,52,Northern Ireland
19,1 July 2018 04:45,70,55,Northern Ireland
20,1 July 2018 05:00,74,54,Northern Ireland
21,1 July 2018 05:15,77,65,Northern Ireland
22,1 July 2018 05:30,79,64,Northern Ireland
23,1 July 2018 05:45,82,64,Northern Ireland
24,1 July 2018 06:00,85,68,Northern Ireland
25,1 July 2018 06:15,87,77,Northern Ireland
26,1 July 2018 06:30,90,84,Northern Ireland
27,1 July 2018 06:45,92,84,Northern Ireland
28,1 July 2018 07:00,84,82,Northern Ireland
29,1 July 2018 07:15,85,80,Northern Ireland
30,1 July 2018 07:30,85,76,Northern Ireland
31,1 July 2018 07:45,86,77,Northern Ireland
32,1 July 2018 08:00,87,75,Northern Ireland
33,1 July 2018 08:15,89,70,Northern Ireland
34,1 July 2018 08:30,92,70,Northern Ireland
35,1 July 2018 08:45,94,63,Northern Ireland
36,1 July 2018 09:00,98,59,Northern Ireland
37,1 July 2018 09:15,103,59,Northern Ireland
38,1 July 2018 09:30,109,64,Northern Ireland
39,1 July 2018 09:45,114,77,Northern Ireland
40,1 July 2018 10:00,120,88,Northern Ireland
41,1 July 2018 10:15,127,106,Northern Ireland
42,1 July 2018 10:30,134,115,Northern Ireland
43,1 July 2018 10:45,140,128,Northern Ireland
44,1 July 2018 11:00,146,132,Northern Ireland
45,1 July 2018 11:15,149,141,Northern Ireland
46,1 July 2018 11:30,153,133,Northern Ireland
47,1 July 2018 11:45,157,112,Northern Ireland
48,1 July 2018 12:00,160,118,Northern Ireland
49,1 July 2018 12:15,163,114,Northern Ireland
50,1 July 2018 12:30,166,118,Northern Ireland
51,1 July 2018 12:45,168,130,Northern Ireland
52,1 July 2018 13:00,139,133,Northern Ireland
53,1 July 2018 13:15,142,137,Northern Ireland
54,1 July 2018 13:30,145,152,Northern Ireland
55,1 July 2018 13:45,148,150,Northern Ireland
56,1 July 2018 14:00,158,169,Northern Ireland
57,1 July 2018 14:15,176,165,Northern Ireland
58,1 July 2018 14:30,194,170,Northern Ireland
59,1 July 2018 14:45,212,178,Northern Ireland
60,1 July 2018 15:00,229,187,Northern Ireland
61,1 July 2018 15:15,244,196,Northern Ireland
62,1 July 2018 15:30,258,207,Northern Ireland
63,1 July 2018 15:45,273,192,Northern Ireland
64,1 July 2018 16:00,285,210,Northern Ireland
65,1 July 2018 16:15,293,214,Northern Ireland
66,1 July 2018 16:30,301,227,Northern Ireland
67,1 July 2018 16:45,310,237,Northern Ireland
68,1 July 2018 17:00,316,252,Northern Ireland
69,1 July 2018 17:15,320,252,Northern Ireland
70,1 July 2018 17:30,324,272,Northern Ireland
71,1 July 2018 17:45,328,265,Northern Ireland
72,1 July 2018 18:00,333,273,Northern Ireland
73,1 July 2018 18:15,341,280,Northern Ireland
74,1 July 2018 18:30,348,301,Northern Ireland
75,1 July 2018 18:45,356,307,Northern Ireland
76,1 July 2018 19:00,283,329,Northern Ireland
77,1 July 2018 19:15,281,364,Northern Ireland
78,1 July 2018 19:30,278,360,Northern Ireland
79,1 July 2018 19:45,275,344,Northern Ireland
80,1 July 2018 20:00,281,351,Northern Ireland
81,1 July 2018 20:15,295,347,Northern Ireland
82,1 July 2018 20:30,310,334,Northern Ireland
83,1 July 2018 20:45,324,321,Northern Ireland
84,1 July 2018 21:00,326,335,Northern Ireland
85,1 July 2018 21:15,317,333,Northern Ireland
86,1 July 2018 21:30,308,344,Northern Ireland
87,1 July 2018 21:45,299,351,Northern Ireland
88,1 July 2018 22:00,290,359,Northern Ireland
89,1 July 2018 22:15,281,378,Northern Ireland
90,1 July 2018 22:30,273,354,Northern Ireland
91,1 July 2018 22:45,264,364,Northern Ireland
92,1 July 2018 23:00,255,355,Northern Ireland
93,1 July 2018 23:15,247,358,Northern Ireland
94,1 July 2018 23:30,239,365,Northern Ireland
95,1 July 2018 23:45,231,358,Northern Ireland
96,2 July 2018 00:00,226,356,Northern Ireland
97,2 July 2018 00:15,224,351,Northern Ireland
98,2 July 2018 00:30,223,354,Northern Ireland
99,2 July 2018 00:45,222,357,Northern Ireland
100,2 July 2018 01:00,207,353,Northern Ireland
101,2 July 2018 01:15,205,347,Northern Ireland
102,2 July 2018 01:30,202,328,Northern Ireland
103,2 July 2018 01:45,200,301,Northern Ireland
104,2 July 2018 02:00,205,289,Northern Ireland
105,2 July 2018 02:15,218,292,Northern Ireland
106,2 July 2018 02:30,232,308,Northern Ireland
107,2 July 2018 02:45,245,304,Northern Ireland
108,2 July 2018 03:00,255,323,Northern Ireland
109,2 July 2018 03:15,263,331,Northern Ireland
110,2 July 2018 03:30,271,335,Northern Ireland
111,2 July 2018 03:45,279,343,Northern Ireland
112,2 July 2018 04:00,285,336,Northern Ireland
113,2 July 2018 04:15,288,346,Northern Ireland
114,2 July 2018 04:30,291,349,Northern Ireland
115,2 July 2018 04:45,294,349,Northern Ireland
116,2 July 2018 05:00,290,337,Northern Ireland
117,2 July 2018 05:15,281,313,Northern Ireland
118,2 July 2018 05:30,271,311,Northern Ireland
119,2 July 2018 05:45,262,303,Northern Ireland
120,2 July 2018 06:00,252,291,Northern Ireland
121,2 July 2018 06:15,242,278,Northern Ireland
122,2 July 2018 06:30,231,270,Northern Ireland
123,2 July 2018 06:45,221,270,Northern Ireland
124,2 July 2018 07:00,192,256,Northern Ireland
125,2 July 2018 07:15,183,237,Northern Ireland
126,2 July 2018 07:30,175,222,Northern Ireland
127,2 July 2018 07:45,166,216,Northern Ireland
128,2 July 2018 08:00,163,193,Northern Ireland
129,2 July 2018 08:15,164,191,Northern Ireland
130,2 July 2018 08:30,166,179,Northern Ireland
131,2 July 2018 08:45,168,172,Northern Ireland
132,2 July 2018 09:00,169,185,Northern Ireland
133,2 July 2018 09:15,171,185,Northern Ireland
134,2 July 2018 09:30,172,174,Northern Ireland
135,2 July 2018 09:45,174,169,Northern Ireland
136,2 July 2018 10:00,176,167,Northern Ireland
137,2 July 2018 10:15,180,155,Northern Ireland
138,2 July 2018 10:30,184,147,Northern Ireland
139,2 July 2018 10:45,187,145,Northern Ireland
140,2 July 2018 11:00,185,141,Northern Ireland
141,2 July 2018 11:15,178,143,Northern Ireland
142,2 July 2018 11:30,171,131,Northern Ireland
143,2 July 2018 11:45,164,137,Northern Ireland
144,2 July 2018 12:00,157,131,Northern Ireland
